        Date        , GPU Clock [MHz] , Memory Clock [MHz] , VCN Clock [MHz] , GPU Temperature [°C] , GPU Load [%] , Memory Used (Dedicated) [MB] , Memory Used (Dynamic) [MB] , GPU Voltage [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2024-07-25 11:39:58 ,          25.0   ,           1200.0   ,           0.0   ,               57.0   ,         21   ,                        794   ,                      121   ,         0.912   ,               62.0   ,                  7139   ,
2024-07-25 11:39:59 ,          24.0   ,           1200.0   ,           0.0   ,               57.0   ,         27   ,                        794   ,                      121   ,         0.912   ,               62.3   ,                  7124   ,
2024-07-25 11:40:00 ,         147.0   ,           1200.0   ,           0.0   ,               57.0   ,         27   ,                        794   ,                      121   ,         0.912   ,               62.3   ,                  7135   ,
2024-07-25 11:40:01 ,         184.0   ,           1200.0   ,           0.0   ,               58.0   ,         23   ,                        777   ,                      121   ,         0.912   ,               62.5   ,                  7091   ,
2024-07-25 11:40:02 ,          55.0   ,           1200.0   ,           0.0   ,               57.0   ,          2   ,                        733   ,                       91   ,         1.162   ,               63.3   ,                  6900   ,
2024-07-25 11:40:03 ,          16.0   ,           1200.0   ,           0.0   ,               56.0   ,          2   ,                        733   ,                       91   ,         0.743   ,               62.5   ,                  6891   ,
2024-07-25 11:40:04 ,           4.0   ,           1200.0   ,           0.0   ,               56.0   ,          2   ,                        733   ,                       91   ,         0.881   ,               61.6   ,                  6891   ,
2024-07-25 11:40:05 ,           1.0   ,           1200.0   ,           0.0   ,               57.0   ,          3   ,                        733   ,                       91   ,         0.906   ,               61.0   ,                  6892   ,
2024-07-25 11:40:06 ,           0.0   ,           1200.0   ,           0.0   ,               56.0   ,          1   ,                        733   ,                       91   ,         0.900   ,               60.8   ,                  6893   ,
2024-07-25 11:40:07 ,          17.0   ,           1200.0   ,           0.0   ,               57.0   ,         10   ,                        736   ,                      100   ,         0.912   ,               69.6   ,                  7064   ,
2024-07-25 11:40:08 ,           5.0   ,           1200.0   ,           0.0   ,               56.0   ,          1   ,                        725   ,                       97   ,         0.906   ,               68.1   ,                  7074   ,
2024-07-25 11:40:09 ,           1.0   ,           1200.0   ,           0.0   ,               56.0   ,          1   ,                        725   ,                       97   ,         0.906   ,               66.5   ,                  7074   ,
2024-07-25 11:40:10 ,           0.0   ,           1200.0   ,           0.0   ,               56.0   ,          3   ,                        725   ,                       97   ,         0.906   ,               65.0   ,                  7074   ,
2024-07-25 11:40:11 ,           0.0   ,           1200.0   ,           0.0   ,               56.0   ,          9   ,                        742   ,                       97   ,         0.743   ,               64.1   ,                  7076   ,
2024-07-25 11:40:12 ,           0.0   ,           1200.0   ,           0.0   ,               56.0   ,          1   ,                        752   ,                      102   ,         0.712   ,               62.8   ,                  7082   ,
2024-07-25 11:40:13 ,          17.0   ,            933.0   ,          10.0   ,               55.0   ,          4   ,                        734   ,                      100   ,         0.718   ,               61.4   ,                  7085   ,
2024-07-25 11:40:14 ,          17.0   ,            933.0   ,          10.0   ,               55.0   ,         46   ,                        966   ,                      101   ,         0.718   ,               61.4   ,                  7125   ,
2024-07-25 11:40:15 ,         259.0   ,            933.0   ,          11.0   ,               56.0   ,         57   ,                        967   ,                      101   ,         0.993   ,               61.5   ,                  7136   ,
2024-07-25 11:40:16 ,          95.0   ,           1200.0   ,          11.0   ,               57.0   ,         31   ,                        969   ,                      101   ,         0.993   ,               61.9   ,                  7164   ,
2024-07-25 11:40:17 ,          45.0   ,           1200.0   ,          11.0   ,               56.0   ,         38   ,                       1040   ,                      101   ,         1.006   ,               70.3   ,                  7177   ,
2024-07-25 11:40:18 ,         518.0   ,           1200.0   ,          11.0   ,               59.0   ,         55   ,                       1040   ,                      101   ,         0.925   ,               69.3   ,                  7107   ,
2024-07-25 11:40:19 ,         660.0   ,           1200.0   ,          11.0   ,               59.0   ,         55   ,                       1016   ,                      101   ,         0.925   ,               69.5   ,                  7131   ,
2024-07-25 11:40:20 ,         703.0   ,           1200.0   ,          11.0   ,               59.0   ,         55   ,                       1008   ,                      102   ,         0.918   ,               69.3   ,                  7190   ,
2024-07-25 11:40:21 ,         716.0   ,           1200.0   ,          11.0   ,               59.0   ,         45   ,                        998   ,                      102   ,         0.918   ,               69.9   ,                  7191   ,
2024-07-25 11:40:22 ,         232.0   ,           1200.0   ,          11.0   ,               59.0   ,          2   ,                       1025   ,                      110   ,         1.018   ,               79.5   ,                  7361   ,
2024-07-25 11:40:23 ,          87.0   ,           1200.0   ,          11.0   ,               59.0   ,          0   ,                        983   ,                      120   ,         1.056   ,               78.3   ,                  7497   ,
2024-07-25 11:40:24 ,          26.0   ,           1200.0   ,          11.0   ,               59.0   ,          0   ,                       1052   ,                      123   ,         1.056   ,               77.3   ,                  7592   ,
2024-07-25 11:40:25 ,         147.0   ,           1200.0   ,           3.0   ,               60.0   ,          7   ,                       1081   ,                      130   ,         1.012   ,               77.1   ,                  7915   ,
